,msd_id,echo_nest_id,artist,title,year,peak,weeks
8698,TRSKVIT128F42B153D,SOGDQWS12A8C13F1B0,The Capris,There's A Moon Out Tonight,1987,14,3
8699,TRSKOOM12903C9CE37,SOKFPVV12CF5F88A59,Aretha Franklin,Spanish Harlem,1971,12,2
8700,TRSKOLD128E078F4BA,SOSQTVF12A6701DF3E,New Edition,I'm Still In Love With You,1996,20,7
8701,TRSKOEL128F932C5DB,SOFGZZF12A8C138218,Neil Sedaka,Little Devil,1972,9,11
8702,TRSKXAC128F4261EA9,SOQIBEF12D02193EF8,Quiet Riot,Bang Your Head (Metal Health),1996,12,31
8704,TRSKXMC128F14966F2,SOVSLJQ12A6D4F9E79,Midge Ure,Dear God,1988,5,95
8706,TRSYMRY12903CD2DC0,SOSWWEU12AC9097E4C,Justin Bieber,Bigger,2009,94,94
8707,TRSYHZK128F92D5BC5,SOHELYP12A8C145256,Lesley Gore,Hey Now,1964,6,76
8708,TRSYBOT128F4262EDD,SOUGXDH12A8C13110C,Ray Price,I Won't Mention It Again,1970,14,42
8709,TRSYFWL128F42AC944,SOORESL12A81C2300F,Plain White T's,Our Time Now,2006,90,90
8710,TRSYQXF128F4261D3F,SOVWFAS12A8C13307C,Dixie Chicks,Ready To Run,1999,18,39
8711,TRSYAYR12903CF09B2,SOYROZT12AC4689136,Frankie Avalon,Bobby Sox To Stockings,1991,13,8
8712,TRSYAKO128F9308EF6,SOEEXSI12AB0180BC3,Don Henley,Not Enough Love In The World,1984,17,34
8713,TRSYNQK12903CFB3CB,SOYVHTC12AC468AF10,Jack Johnson,If I Had Eyes,2007,11,47
8714,TRSYTTA128F93209E3,SOAUXKN12A58A7C115,The Blue Jays,Lover's Island,1961,9,31
8715,TRSYUUW128F4296C17,SOHXLWQ12A8C139B19,Lonestar,Walking In Memphis,2003,11,61
8716,TRSYESN128F9321289,SOQKWXT12AB0181C06,Saving Jane,Girl Next Door,2005,20,31
8717,TRSYDIQ128F92D176B,SOHRHMD12A8C141EA9,Patti LaBelle,If Only You Knew,1992,13,46
8718,TRSYDVL128F42911C0,SORBUQH12A8C1395D2,Alan Jackson,When Somebody Loves You,2000,17,52
8719,TRSYXMY128E078E807,SOUVPKT12A58A7DBB2,Aaron Hall,I Miss You,1993,23,14
8720,TRSYKCU128F4277A59,SOSZUVI12AB018B484,Stryper,Always There For You,1988,8,71
8721,TRSYYEE128F1461E68,SOWGEEE12A6D4F7139,Peter And Gordon,Lady Godiva,1967,14,6
8722,TRVMMGW128F935FDB8,SOOMZHL12AB01892B7,Gary U.S. Bonds,Dear Lady Twist,1989,16,9
8723,TRVMWQW128F9323721,SOMWVOQ12AB01850D8,Tony Bellus,Robbin' The Cradle,1991,26,25
8724,TRVMHHK12903CFEA2F,SOCSTIG12AB01827AF,Johnny Horton,Johnny Reb,1987,8,54
8725,TRVMAEK12903CDA430,SOFWWNN12AB01869EA,Bon Jovi,Runaway,1984,13,39
8727,TRVMTRT128E078604A,SORWGVT12A6701D9F0,DMX,X Gon' Give It To Ya,2002,16,60
8728,TRVMUMY128F933D053,SOXKHPH12A6701C50C,Anita Baker,Sweet Love,1986,22,8
8729,TRVMUEW128F1460C00,SOMEJRQ12A6D4F639E,Paulina Rubio,Don't Say Goodbye,2002,16,41
8730,TRVMVIX128F42BC2CB,SOZKNEM12A8C13EAEB,Mac Davis,Beginning To Feel The Pain,2000,2,92
8731,TRVWCGX128F92D0D26,SOCKGPU12A8C141C79,The Glitter Band,Makes You Blind,1998,6,91
8732,TRVWROF128F425D72B,SOSXQAY12A8AE48B67,Wild Cherry,Play That Funky Music,1976,25,1
8734,TRVWRDY128F4279FF2,SOLJCMW12A58290FCB,Gloria Estefan,I'm Not Giving You Up,1996,19,40
8735,TRVWFJC128F93166A8,SOXOCPI12AB01867D9,David Archuleta,Crush,2008,23,2
8736,TRVWZMZ128F42A04DE,SODBOEH12A8C13C450,Natasha Bedingfield,Unwritten,2004,42,5
8739,TRVWNXS128F9301085,SOMXXDS12A8C142957,The Cadillacs,Peek-A-Boo,1991,10,28
8740,TRVWUFT128F4259720,SOBANWE12A8AE459C6,Alison Moyet,Invisible,1984,17,31
8741,TRVWJOI128F425D6C5,SOWCRDT12A8AE469B6,Paul Young,Wherever I Lay My Hat (That's My Home),1983,7,70
8742,TRVWSHN128F92FE4D0,SOXTNHS12AB017B724,The Main Ingredient,Happiness Is Just Around The Bend,1974,12,35
8743,TRVWVKY128F148D60A,SOJXCWX12A6D4F9018,Toby Keith,I Love This Bar,2003,20,26
8744,TRVGMZD128F932A5FB,SOLNMSX12AB01815A9,Gary U.S. Bonds,This Little Girl,1981,18,11
8745,TRVGGUA128C71962AC,SOBCQLD12A6310D796,Jodeci,Freek'n You,1995,20,14
8746,TRVGRSX128F428AA2B,SOXONYW12A8C136D7A,Melanie,Ruby Tuesday,1970,7,52
8747,TRVGAVL128F9321307,SOUWFWS12A8C140B9E,Dee Dee Sharp,Gravy (For My Mashed Potatoes),1962,10,9
8748,TRVGKDY128F4272553,SOXDUSG12A8C134034,Audioslave,Cochise,2002,15,69
8749,TRVHMAU128F92DDC13,SOAEAQE12A8C13F7EC,La Bouche,Sweet Dreams,1994,32,13
8750,TRVHQWC128F92D4C1A,SOQFOLM12A8C143676,BBMak,Still On Your Side,2000,9,54
8751,TRVHZNL128F145B45A,SOXAHJH12A6D4F686B,Corey Hart,It Ain't Enough,1984,19,17
8752,TRVHPEU128F42882B2,SOEQXVR12A8C138365,OutKast,Player's Ball,1993,20,37
8753,TRVHUID128F14570DA,SOWCFWG12A6D4F637A,Helen Reddy,I Don't Know How To Love Him,1987,20,13
8754,TRVHUIV128F4292279,SORBCZQ12A8C139133,Curtis Stigers,Sleeping With The Lights On,1991,96,96
8755,TRVHENQ12903CB2F4E,SORBXZV12A58A7D69F,Buddy Knox,I Think I'm Gonna Kill Myself,1959,6,55
8756,TRVHVGY128F42698AE,SOBXVNE12A8C131DBA,Aerosmith,Sweet Emotion,1975,8,36
8757,TRVHVNS128F4262D2F,SOLRGRO12A8C133797,Tal Bachman,She's So High,1999,28,14
8758,TRVCHCA128F92E26C1,SOLJQOK12A8C14028B,ZZ Top,La Grange,1973,19,41
8759,TRVCCYN128F42895BD,SOALDHV12A8C13AED3,Eddy Arnold,Somebody Like Me,1997,6,53
8760,TRVCBFY128E078CFAA,SOHLCMM12A6702123F,The Meters,Sophisticated Cissy,1969,8,34
8761,TRVCAQB128F1456F98,SOHSSEA12A6D4F64B3,Linda Ronstadt,You're No Good,1974,16,1
8762,TRVCNDL128F9320C3A,SOESBWM12A58A7D8D3,Carl Douglas,Kung Fu Fighting,1974,18,1
8763,TRVCOCT12903CEDDDA,SOOSREF12AC468DFCC,The Gants,Road Runner,2002,12,46
8764,TRVRCES128F92D1508,SODHFAD12A8C141E5E,Bill Black's Combo,Hearts Of Stone,2001,8,20
8765,TRVRCNN128F93227D8,SOHHJBA12AB0184765,The Marvelettes,Playboy,1982,15,7
8766,TRVRQII128E078F919,SOKBEET12A6701FEE9,The Spencer Davis Group,Somebody Help Me,1966,7,47
8767,TRVRZXQ128F92D5BC7,SOZXUSN12A8C14525A,Lesley Gore,Look Of Love,1964,9,27
8768,TRVRZIQ128F93355E5,SOAALWN12A6D4F7FDA,Dusty Springfield,Stay Awhile,1964,7,38
8769,TRVRNWJ128E0791D9D,SOABNOY12A58A7CCB2,Bryan Adams,Somebody,1984,17,11
8770,TRVRTNO128EF349964,SOPFAOP12A6D4F7D52,Martha & The Vandellas,Heat Wave,1963,14,4
8771,TRVRSPN12903CF76D4,SOWQAHQ12AC468AEA1,King Curtis,Soul Serenade,1964,12,51
8772,TRVRDAY12903CBCAE2,SOZVXRR12AB018771B,Frijid Pink,Sing A Song For Freedom,1970,7,55
8773,TRVRKIS12903D07703,SOJDJWL12AB0186A16,Lifehouse,From Where You Are,2010,2,61
8774,TRVBGMW12903CBB920,SODXCEZ12AB017FA4B,Deniece Williams,Let's Hear It For The Boy,1984,19,1
8775,TRVBQKU128F935A13F,SOZMTVS12AB01830D7,R.E.M.,The Great Beyond,1999,14,57
8776,TRVBPYH128E0788A3A,SOXMHOC12A6701CD41,Dilated Peoples Featuring Kanye West,This Way,2004,5,78
8777,TRVBJAF12903D09C6A,SOMFTNM12A8C1434C3,Lifehouse,Halfway Gone,2009,20,50
8780,TRVBOEV128F42842EC,SOSIVUC12A8C1376A8,The Alan Parsons Project,What Goes Up,1997,3,87
8781,TRVBYHM128F42B3726,SOLAJKA12A8C140318,Neil Diamond,Kentucky Woman,1967,8,22
8782,TRVFRFM128F4261DF4,SOALSQQ12A8C13447B,Henry Lee Summer,Hands On The Radio,1988,3,85
8783,TRVFIRW12903CE7BEF,SOTADUE12AC3DF5A98,Florence + The Machine,Dog Days Are Over,2009,20,21
8785,TRVFTYL128F145FE92,SONEMQH12A6D4F7D99,The Osmonds,The Proud One,1975,11,22
8786,TRVFUNQ128F92CF00D,SOCFYDV12A8C1406E2,Herb Alpert,This Guy's In Love With You,1991,14,1
8787,TRVFLKD128F4261D87,SOVKERB12A8C13358F,Will To Power,Fading Away,1988,10,65
8788,TRVFEUF128F4224703,SOGBZAO12A6D4F9901,Gene Chandler,You Threw A Lucky Punch,1962,8,49
8789,TRVFXXI128F92E95BF,SOGUHHE12AB017BC5C,Starpoint,Restless,1985,12,46
8790,TRVFKQH128F9310B88,SOAHKLW12A6701C875,Steely Dan,The Fez,1976,5,59
8791,TRVQWAY128F145B07F,SODKXEV12B35058C7D,The Ventures,Lullaby Of The Leaves,1961,5,69
8792,TRVQWHB12903CBD125,SOTMVLK12AB018B3C5,Monica,Everything To Me,2010,18,44
8793,TRVQHPT128F4288591,SOZRCIG12A8C138362,Barry Manilow,When I Wanted You,1979,16,20
8794,TRVQCMN128F92F59D5,SOYYNTZ12A58A81132,Jennifer Warnes,Don't Make Me Over,1994,7,67
8795,TRVQNVX12903C9F5C4,SOZYGBV12A8C139662,Deon Jackson,Love Makes The World Go Round,1990,14,11
8796,TRVQLOA128F92F0931,SOSDKNR12A8C143A17,Jeannie Seely,Don't Touch Me,1966,5,85
8797,TRVQJSP128F931469F,SOOBSQH12AB01820D2,Eddie Floyd,Knock On Wood,1967,17,28
8798,TRVZMJS128F9321AD6,SOXBTKQ12AB0181032,Albert Hammond,Down By The River,1972,7,91
8799,TRVZWOI12903CC22A2,SOVHSSS12AB01871B9,Sweet,Fox On The Run,1974,16,5
8800,TRVZWRN128E079493F,SOGJYYH12A67AD72F5,The Marcels,My Melancholy Baby,1990,5,58
8801,TRVZCAE128F9310C0C,SONFAXG12AB0183C3E,The Communards,Never Can Say Goodbye,1987,9,51
8802,TRVZQSD128F93236FC,SOKMDYL12AF72A6E3B,Brad Paisley,Anything Like Me,2009,19,48
8803,TRVZIMX12903CB47B7,SOLFUOL12A8C14193C,Ace Cannon,Tuff,1991,16,17
8804,TRVZUNA128F14566DF,SOKCRQJ12A6D4F749C,Night Ranger,(You Can Still) Rock In America,1983,12,51
8805,TRVZUEH128E07927A8,SOQXFXK12A6701C622,Sting,If I Ever Lose My Faith In You,1993,20,17
8806,TRVZESN128F423BB6E,SOMDEHA12A8AE48063,Jackie DeShannon,Brighton Hill,1988,4,82
8807,TRVZEDM128F146984D,SOQITWU12A6D4F8086,Ziggy Marley And The Melody Makers,Tomorrow People,1994,13,39
8809,TRVZSQD128F4293196,SOPZAVG12A8C13A072,The New Birth,I Can Understand It,1972,13,35
8810,TRVZOZY128F933B771,SOAXHIA12AB017CF9B,Daryl Hall,I'm In A Philly Mood,1993,2,82
8811,TRVIWDU128F932DED5,SOJHQYF12AB01861E9,Bee Gees,First Of May,1969,7,37
8812,TRVIGJC128E0787005,SOTLWHN12A6701E478,Grand Puba,I Like It (I Wanna Be Where You Are),1995,9,91
8813,TRVIHAK128F932A64E,SOBXPIK12AB0185124,The Hollies,The Air That I Breathe,1974,21,6
8814,TRVICMJ128F427317E,SOUSEKS12A8C137389,Electric Light Orchestra,Last Train To London,1979,11,39
8815,TRVILAN128F42B635B,SOHNXSV12A8C1423FE,Elvin Bishop,Fooled Around And Fell In Love,1975,17,3
8816,TRVIJOO128F92FF475,SOYDWHD12AB017C892,Nazz,Hello It's Me,1968,13,66
8817,TRVIYPH128F147E195,SOPOZDA12A6D4F75CC,Smokey Robinson & The Miracles,I Don't Blame You At All,1971,12,18
8818,TRVAGEA128F426AB73,SOUPMJI12A8C131391,Roy Orbison,(Say) You're My Girl,1965,7,39
8819,TRVAZPU128F4237223,SOCXQXG12A8AE4661E,The Smithereens,Only A Memory,1987,4,92
8820,TRVANOX128F92FA7F4,SOZLUOE12AB017D78B,Kate Voegele,Kindly Unspoken,2007,98,98
8821,TRVAYGG128F92FB800,SOLGVDX12AB018396D,Mitty Collier,I Had A Talk With My Man,1986,10,41
8822,TRVNFJO128F42BC5A0,SOFDKMR12A8C13F3B8,Modest Mouse,Dashboard,2007,6,61
8823,TRVNQDC128F93555AA,SOZZAZQ12A58A7B91C,Trini Lopez,If I Had A Hammer,1963,14,3
8824,TRVNNMF128F4285161,SOSVTHY12A8C138779,Alabama,The Closer You Get,1987,11,38
8825,TRVNXLW128F1465359,SOKLMAD12A6D4F6FB2,Glass Tiger,Someday,1986,21,7
8826,TRVPMRJ128F4270712,SOJQFNY12A8C135B32,Deniece Williams,Free,1976,20,25
8828,TRVPCEE12903CD7F44,SOOWRMK12AB0188910,Chubby Checker,Twenty Miles,1993,12,15
8829,TRVPPNU12903CBBBC0,SOPUZLV12AB0180DD0,Barbara Mason,Shackin' Up,1975,4,91
8830,TRVTROI12903CED0C3,SOLOHIX12A58A7A2C2,Eminem,Music Box,2009,82,82
8831,TRVTIRS12903CB4B07,SOGJAJX12D0219A914,Empire Of The Sun,Walking On A Dream,2008,5,65
8833,TRVTUDU128F4269EE4,SOKMPVP12A8C135EAB,Wanda Jackson,In The Middle Of A Heartache,1979,10,27
8835,TRVTVYO128F427008D,SOOECUP12A8C1369E4,Ted Nugent,Wango Tango,1980,4,86
8836,TRVTYKB128EF350C73,SOTBFWD12A6D222823,Rhythm Heritage,Theme From S.W.A.T.,1976,24,1
8837,TRVUHZI128F42A0DEF,SOWIQRQ12A8C13B191,Usher,U Remind Me,2001,24,1
8838,TRVUHZD128F427A4C7,SONLSWR12A8C136855,Aerosmith,Pink,1997,13,27
8839,TRVUFVP128F428B63C,SOBWUXN12A8C139C88,Elvis Presley,Kentucky Rain,1988,9,16
8840,TRVUQWE128F932D236,SOBXKLX12AB018331E,REO Speedwagon,Take It On The Run,1980,20,5
8841,TRVUNNK128F146518B,SOJDOJX12A6D4F91B1,The Hollies,Just One Look,1964,8,44
8842,TRVUTTQ12903C9AF41,SOQVZCG12AB0184557,Skid Row,Wasted Time,1991,3,88
8843,TRVUDJK128F932F32B,SOUFXES12AB01846C4,Rare Earth,Hey Big Brother,1991,10,19
8845,TRVUXNO12903CD8DD3,SOLMJWI12AB018D7CD,The Contours,Can You Jerk Like Me,1974,7,47
8847,TRVUXJQ128E078ED40,SOJNGRS12A6701C800,Limp Bizkit,Nookie,1999,11,80
8849,TRVLMXT128F93093AC,SOLZDID12A8C13A3B6,Rick Springfield,Love Somebody,1984,16,5
8850,TRVLQXN128F9309BF5,SODXZSF12AB0185614,The Rolling Stones,The Last Time,1965,10,9
8851,TRVLENJ128F42A038B,SOHWLCL12A6D4F8621,John Fogerty,The Old Man Down The Road,1985,18,10
8853,TRVLDSH128F4270932,SOZVQZH12A8C1312DF,The Doobie Brothers,The Doctor,1989,14,9
8854,TRVLDLJ12903CA84A2,SONHWFN12AB0188727,Julian Cope,World Shut Your Mouth,1986,4,84
8855,TRVEAGC128F1494B10,SOJSCJS12A6D4F87BC,Sonny James,It's Just A Matter Of Time,2002,4,87
8856,TRVENWN128F1465DDC,SOBCKWQ12A6D4F736B,Richard Marx,Take This Heart,1991,20,20
8857,TRVEPLE128F9339DBF,SOWNTBP12AB018B77B,James Carr,Love Attack,1966,99,99
8858,TRVETJQ12903CADD74,SOWQMMX12AB017DBE2,Kid Cudi,Day 'N' Nite,2008,27,3
8859,TRVELHF128F933C8B4,SOPZHCP12AB01838E1,The Rembrandts,Someone,1990,10,78
8860,TRVEDMM128F92E34E8,SOUDVCY12A6D4F6A5F,Stevie Wonder,You Met Your Match,1968,7,35
8861,TRVEDVT128F146E5D4,SOHGWQF12A6702124F,Cher,Strong Enough,1998,12,57
8862,TRVEOLM128F42A3A31,SORMZZB12A8C13F4BB,Busta Rhymes,Break Ya Neck,2001,20,26
8863,TRVEXIO128F1459AC6,SOKUOBL12A6D4F7759,Klymaxx,I'd Still Say Yes,1986,20,18
8864,TRVJGDX128F42645CA,SONINIA12A58A7B6FA,Great White,House Of Broken Love,1989,5,83
8865,TRVJBKR12903CA09A5,SOGUMZC12A58A79FD3,Brook Benton,For My Baby,1961,8,28
8866,TRVJXBB128F426C0A2,SOQGZUO12A58A7E3B4,The Romantics,What I Like About You,1980,8,49
8867,TRVSMNN128F425C955,SONTMPV12A8AE4941F,Go-Go's,Yes Or No,1984,3,84
8868,TRVSRVI128F4261843,SOUMDTE12A8AE49414,REO Speedwagon,One Lonely Night,1984,16,19
8869,TRVSBGC128F4283DBB,SOSKYPY12A8C138198,Velvet Revolver,Fall To Pieces,2004,20,67
8870,TRVSFYH128F42639B7,SOEJGLM12A67ADBADA,Robin Thicke,Can U Believe,2006,2,99
8871,TRVSQRO12903CD890F,SODJCSV12A8C14198D,Bobby Freeman,C'mon And Swim,1987,12,5
8872,TRVSTTF128F4271F50,SOUZBIE12A8C135C2A,The Manhattans,We Never Danced To A Love Song,2000,2,93
8874,TRVSLEZ128F932DE85,SOIKDBZ12AB018A015,The Hullaballoos,I'm Gonna Love You Too,1988,9,56
8875,TRVSJQC128F4265773,SOJGZNH12A8C132CBF,Will Smith,Miami,1997,21,17
8876,TRVSJBV128F425E83B,SOINBPC12A8AE46BCB,Duran Duran,(Reach Up For The) Sunrise,2004,5,89
8878,TRVSJOM12903CD2DC1,SOWCBKV12AC90732A6,Justin Bieber,One Less Lonely Girl,2009,16,16
8879,TRVSOFD128F9337D6E,SOAZMXH12AB0186DDE,The Turtles,Elenore,1968,12,6
8880,TRVVFKZ128F4231308,SOIDARL12A6D4FAEE7,Natalie Cole,Miss You Like Crazy,1989,19,7
8881,TRVVIKW128E0792982,SOLRPJX12A58A79808,Guns N' Roses,Live And Let Die,1991,16,33
8882,TRVVTWQ128E078F1B7,SOWYYUQ12A6701D68D,Bon Jovi,It's My Life,2000,20,33
8884,TRVVULS128F92E5FD4,SOOVWFQ12A8C136C52,Europe,Cherokee,1986,10,72
8885,TRVVJHW128F4263A02,SOJOFPT12A8C1374FC,Tom Petty,A Face In The Crowd,1989,8,46
8886,TRVVVFG128F93187B1,SOGGHOD12A58A7C28F,The Newbeats,Bread And Butter,1975,12,2
8888,TRVVXKD128F92F4AD7,SOVDAQL12AB017BCFB,Enrique Iglesias,Be With You,1999,20,1
8889,TRVDHJF128F4259CE9,SOWSCMF12A8AE456BB,The Clash,Rock The Casbah,1982,24,8
8890,TRVDHUM128F42672B1,SOXTSGY12A8C131A9D,Terence Trent D'Arby,If You Let Me Stay,1987,8,68
8891,TRVDUCI128F1459AC1,SOBWKBR12A6D4F7754,Klymaxx,Meeting In The Ladies Room,1984,11,59
8892,TRVOWOG128E0783E33,SOVCIZD12A6310DBCB,Vanessa Carlton,White Houses,2004,6,86
8893,TRVOHHN128F92FD58E,SOIPDPR12AF729B139,The Hollies,I Can't Tell The Bottom From The Top,1970,4,82
8894,TRVOABF128F1456CDC,SOZXQIC12A6D4F5BE8,Guy,Dancin',2000,11,19
8895,TRVOUGF128F4279FF8,SOJWJYW12A58A7DC9A,Gloria Estefan,You'll Be Mine (Party Time),1996,10,70
8896,TRVOSYJ128F426A939,SONNNZB12A8C132B43,Brownstone,5 Miles To Empty,1997,16,39
8897,TRVXRDY128F427A659,SOHXKYY12A8C137569,Shakira,Underneath Your Clothes,2001,20,9
8899,TRVXIUT128F42681D5,SOUXOWH12D02198C01,Toto,I'll Supply The Love,1978,9,45
8900,TRVXEOK128F92FCBFC,SOAXCQO12A8C1433F1,Dixie Chicks,Long Time Gone,2002,20,7
8901,TRVXOFT128F145967B,SOSNNBR12A6D4F7596,Bobby Vee,A Letter From Betty,2005,2,85
8902,TRVXXUS128F932394C,SOKIOOC12AF729ED9E,Michael Jackson,In The Closet,1991,20,6
8903,TRVXKQQ128F42857FB,SOCWNFJ12A8C13934F,Eddy Arnold,I Want To Go With You,1967,11,36
8904,TRVKRKH128F426503B,SOPAARY12AF72A582C,Fugees,Nappy Heads,1994,16,49
8905,TRVKZYH128F92F5CA7,SOISCTW12AAFF40854,GS Boyz,Stanky Legg,2009,14,49
8906,TRVKEWQ128F92F59DB,SOYZPVV12AB0183854,Jennifer Warnes,I Know A Heartache When I See One,1994,22,19
8907,TRVKOIK128E078624A,SOUFTON12A670203AF,LL Cool J,I Need Love,1987,13,14
8908,TRVKXEC128F930F543,SOPNTSZ12AB0183124,P.M. Dawn,Paper Doll,1991,12,28
8909,TRVKKUS12903D071D8,SODXVFD12A8C142279,Buddy Holly,It Doesn't Matter Anymore,1959,14,13
8910,TRVYMSA128F4266A4F,SOFFLWV12A8C131623,3LW,Playas Gon' Play,2000,7,81
8911,TRVYCUL128F42BAA7F,SOBIQVE12A8C13FEFF,Toby Keith,As Good As I Once Was,2005,20,28
8912,TRVYICQ128F4252493,SOSLZXV12A8C1354C9,Eric Clapton,Tears In Heaven,1992,26,2
8913,TRVYJCY128F92DE225,SOLJTMU12AAF3B4C4D,Taylor Swift,Hey Stephen,2008,94,94
8914,TRVYVZB128E0787D3D,SOUQJDY12A6701D2EF,New Order,True Faith,1987,18,32
8915,TRDMCIO128F427252B,SODMHXV12A8C13276A,The O'Jays,Put Your Hands Together,1973,16,10
8916,TRDMRHR128F148EB9F,SOIRNHL12A6D4F9A50,Jibbs,Chain Hang Low,2006,20,7
8917,TRDMRSQ12903CC5CC9,SOPROND12AB018DCF9,Johnny Tillotson,Well I'm Your Man,1992,3,87
8918,TRDMFHX128F427F485,SOBIBFT12A58A7CA38,Frankie J,How To Deal,2005,19,39
8919,TRDMZSI128F428A155,SOSJSRW12A8C136BBF,Jefferson Starship,Be My Lady,1982,16,28
8920,TRDMJWM128F42776BB,SOUVQXG12AB0189FEC,Big Punisher,I'm Not A Player,1997,20,57
8921,TRDMVVA128F42A0E60,SOGLKCE12A8C13ED89,Alicia Keys,Superwoman,2007,7,82
8922,TRDMXRB128F92E23B3,SOJYIUM12A58A7C9D7,Poison,Ride The Wind,1990,12,38
8923,TRDWIRV128F429CBD7,SOIRAYR12A8C13D8D0,Lifehouse,Whatever It Takes,2007,20,33
8924,TRDWAEA128F425AB3A,SOJPKZH12A8AE47DC0,Lisa Stansfield,Change,1991,20,27
8925,TRDWNKM128F425A460,SOBFORP12A8C139280,Kenny Rogers & The First Edition,Something's Burning,1970,16,11
8926,TRDWTVM128F92EC39C,SOKUWEV12A8C13BBEB,Montell Jordan,This Is How We Do It,1995,29,1
8927,TRDWLIA128F1495902,SOHIIVX12A6D4F9DEE,Bell Biv DeVoe,Gangsta,1995,17,21
8928,TRDWEBD128E0792D9A,SOPEAJJ12A679AE59F,The Temptations,Glasshouse,1975,10,37
8929,TRDGWOF128E07924CC,SOZDEDD12A6701DE42,Enrique Iglesias,Rhythm Divine,1999,17,32
8930,TRDGPQO12903CFDBEC,SOTGGLG12AC468B85F,Dierks Bentley,Sideways,2009,20,35
8931,TRDGUPO128F9332CF6,SOFKFXC12AC90732A5,Justin Bieber,Down To Earth,2009,79,79
8932,TRDGXJO128EF3493A4,SOGYQIK12AF729A5DB,Air Supply,Making Love Out Of Nothing At All,1983,25,2
8933,TRDGYPA128F930ECBB,SORKNMU12AB017FD8C,Steve Perry,Foolish Heart,1984,19,18
8934,TRDHWFQ128F42A110E,SOBCKFF12A8C13EE71,Los Bravos,Bring A Little Lovin',1967,7,51
8935,TRDHGYI128F42B50D5,SOHCTGQ12D0219245E,R. Kelly,Bump N' Grind,1993,25,1
8936,TRDHCDX128F93114E0,SOHZHGJ12AB017DDBB,Sylvester,I (Who Have Nothing),1979,7,40
8937,TRDHBPQ128F425EA1E,SOLMKTS12A8AE46C27,Leona Lewis,Bleeding Love,2007,39,1
8938,TRDHPJQ128F425D56F,SOUCNWY12A8C137E3B,The Staple Singers,You've Got To Earn It,1992,2,97
8939,TRDHUBN128F4264166,SOVULAI12A8C1349DD,Danger Danger,Bang Bang,1989,13,49
8940,TRDHUJS128EF356E72,SOEQGHG12A6D4F5118,The Salsoul Orchestra,Salsoul Hustle,1975,6,76
8941,TRDHEPW128F933AD5B,SOSIPBU12CF5F87289,Kings Of Leon,Sex On Fire,2008,20,56
8942,TRDHDWG12903CB5E13,SOLAJUF12AB01872D5,The Lettermen,The Way You Look Tonight,1974,13,13
8943,TRDHDDZ128F427CC12,SOIJROK12A8C13B7EE,The Fleetwoods,The Last One To Know,1993,96,96
8944,TRDHXAE128F145A44B,SOTNYTU12A6D4F7337,Giorgio Moroder,Chase,1978,12,33
8945,TRDCEMY12903CA5DF5,SOTJYFS12AB01838AD,Mary J. Blige,I Am,2009,20,55
8946,TRDCOWK128F92C5047,SOXOECI12A58A7C4D8,Steve Winwood,Valerie,1982,24,9
8947,TRDCXFS128F424BD14,SOLDDHD12A58A7BD84,Conway Twitty,Lonely Blue Boy,1990,15,6
8948,TRDCXPI128F1459CD8,SOWLSNN12A6D4F899B,Jamie O'Neal,When I Think About Angels,2007,20,35
8949,TRDRMEA128E078435A,SOLNEGI12A6701CB8B,Kool & The Gang,Jungle Boogie,1973,22,4
8950,TRDRWXW128F4271658,SOKLRTE12A8C134B3A,REO Speedwagon,That Ain't Love,1987,14,16
8951,TRDRHMO128F92D381E,SOUKERR12A8C14202F,Brian Hyland,I'm Afraid To Go Home,1963,8,63
8952,TRDRCTE128F9327BF7,SOVVIVC12AB018747E,S.O.A.P.,This Is How We Party,1998,12,51
8953,TRDRFWQ12903CAB386,SOWUXAZ12AB017FB85,Lenny Welch,Since I Fell For You,1979,16,4
8955,TRDRZRI128E07823FF,SOELMJF12A6310E05A,R.E.M.,Fall On Me,1986,3,94
8956,TRDREXV128F146265C,SOUDEBE12A6D4F83A8,Creative Source,Who Is He And What Is He To You,1973,7,69
8957,TRDRJBA128F934F46B,SOSKXDW12AB017C715,Love Unlimited,Under The Influence Of Love,1973,8,76
8958,TRDBZYB128F9350D18,SOWNAQG12AB01832FA,Daughtry,You Don't Belong,2009,95,95
8959,TRDBANR128F92D2D19,SOCIIJM12A8C140F25,McGuinness Flint,When I'm Dead And Gone,1970,9,47
8960,TRDBTPL128F146BACE,SOEYWOA12A6701FE72,Gloria Gaynor,Walk On By,1975,98,98
8961,TRDBKUE128F4299D5A,SOMXQGH12A8C13CBEF,Foo Fighters,All My Life,2002,20,43
8962,TRDBYPW128F425F98E,SOBKOGR12D02191EC2,Stevie Wonder,Go Home,1985,17,10
8964,TRDFMWU128F4214450,SODUTTB12A6D4FA2F7,Janet Jackson,Come Back To Me,1989,17,2
8966,TRDFAGW12903D0D80C,SOVKSEG12D02199EF8,Roy Orbison,In Dreams,1963,13,7
8967,TRDFUQS12903CCEFD0,SORFAOX12B0B8079DA,Madonna,Borderline,1983,30,10
8968,TRDFSEQ128F92C98E6,SODOSNJ12A8C13921A,Charley Pride,Kiss An Angel Good Mornin',1971,16,21
8970,TRDQMYI128F4259DDC,SOSPALJ12A8AE46111,George Michael,Waiting For That Day,1990,10,27
8971,TRDQWXY128F931E8A8,SOWTMWR12AB0183FA0,Jennifer Holliday,I Am Love,1983,11,49
